cell_r,cell_c,lon,lat,yield_2021_tha,n_px,elevation_m,bdod,cec,clay,nitrogen,phh2o,sand,silt,soc,bio_1,bio_4,bio_5,bio_12,bio_15,bio_10
6,22,116.970625,40.034625000000005,5.596,44,30.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
6,23,116.972875,40.034625000000005,5.977,62,28.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
6,24,116.975125,40.034625000000005,6.012,50,25.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
6,25,116.977375,40.034625000000005,5.763,43,25.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
6,26,116.979625,40.034625000000005,5.666,17,27.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
6,27,116.981875,40.034625000000005,5.443,34,28.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
6,29,116.986375,40.034625000000005,5.486,36,28.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
6,45,117.022375,40.034625000000005,6.017,31,26.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
6,46,117.024625,40.034625000000005,6.017,34,27.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
6,47,117.026875,40.034625000000005,6.017,40,26.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
6,48,117.029125,40.034625000000005,6.017,27,29.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
6,50,117.033625,40.034625000000005,6.017,30,26.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
